Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name	Description
YDR496C	YDR496C	YDR496C	PUF6	"Pumilio-homology domain protein; binds the 3' UTR of ASH1 mRNA and represses its translation, resulting in proper asymmetric localization of ASH1 mRNA; required at post-transcriptional step for efficient retrotransposition; absence results in decreased Ty1 Gag:GFP protein levels; co-sediments with the 60S ribosomal subunit and is required for its biogenesis [Source:SGD;Acc:S000002904]"
YDR497C	YDR497C	YDR497C	ITR1	"Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog, ITR2, that arose from the whole genome duplication [Source:SGD;Acc:S000002905]"
YDR498C	YDR498C	YDR498C	SEC20	Membrane glycoprotein v-SNARE; involved in retrograde transport from the Golgi to the endoplasmic reticulum (ER); required for N- and O-glycosylation in the Golgi but not in the ER; interacts with the Dsl1p complex through Tip20p  [Source:SGD;Acc:S000002906]
YDR499W	YDR499W	YDR499W	LCD1	Essential protein required for the DNA integrity checkpoint pathways; interacts physically with Mec1p; putative homolog of S. pombe Rad26 and human ATRIP; forms nuclear foci upon DNA replication stress [Source:SGD;Acc:S000002907]
YDR500C	YDR500C	YDR500C	RPL37B	"Ribosomal 60S subunit protein L37B; protein abundance increases in response to DNA replication stress; homologous to mammalian ribosomal protein L37, no bacterial homolog; RPL37B has a paralog, RPL37A, that arose from the whole genome duplication [Source:SGD;Acc:S000002908]"
YDR501W	YDR501W	YDR501W	PLM2	"Putative transcription factor, contains Forkhead Associated domain; found associated with chromatin; target of SBF transcription factor; induced in response to DNA damaging agents and deletion of telomerase; PLM2 has a paralog, TOS4, that arose from the whole genome duplication [Source:SGD;Acc:S000002909]"
YDR502C	YDR502C	YDR502C	SAM2	"S-adenosylmethionine synthetase; catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; SAM2 has a paralog, SAM1, that arose from the whole genome duplication [Source:SGD;Acc:S000002910]"
YDR503C	YDR503C	YDR503C	LPP1	"Lipid phosphate phosphatase; catalyzes Mg(2+)-independent dephosphorylation of phosphatidic acid (PA), lysophosphatidic acid, and diacylglycerol pyrophosphate; involved in control of the cellular levels of phosphatidylinositol and PA [Source:SGD;Acc:S000002911]"
YDR504C	YDR504C	YDR504C	SPG3	Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources [Source:SGD;Acc:S000002912]
YDR505C	YDR505C	YDR505C	PSP1	"Asn and gln rich protein of unknown function; high-copy suppressor of POL1 (DNA polymerase alpha) and partial suppressor of CDC2 (polymerase delta) and CDC6 (pre-RC loading factor) mutations; overexpression results in growth inhibition; PSP1 has a paralog, YLR177W, that arose from the whole genome duplication [Source:SGD;Acc:S000002913]"
YDR506C	YDR506C	YDR506C	GMC1	Protein involved in meiotic progression; mutants are delayed in meiotic nuclear division and are defective in synaptonemal complex assembly; possible membrane-localized protein [Source:SGD;Acc:S000002914]
YDR507C	YDR507C	YDR507C	GIN4	"Protein kinase involved in bud growth and assembly of the septin ring; proposed to have kinase-dependent and kinase-independent activities; undergoes autophosphorylation; similar to Hsl1p; GIN4 has a paralog, KCC4, that arose from the whole genome duplication [Source:SGD;Acc:S000002915]"
YDR508C	YDR508C	YDR508C	GNP1	"High-affinity glutamine permease; also transports Leu, Ser, Thr, Cys, Met and Asn; expression is fully dependent on Grr1p and modulated by the Ssy1p-Ptr3p-Ssy5p (SPS) sensor of extracellular amino acids; GNP1 has a paralog, AGP1, that arose from the whole genome duplication [Source:SGD;Acc:S000002916]"
YDR509W	YDR509W	YDR509W		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002917]"
YDR510C-A	YDR510C-A	YDR510C-A		"Dubious open reading frame unlikely to encode a functional protein; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028615]"
YDR510W	YDR510W	YDR510W	SMT3	"Ubiquitin-like protein of the SUMO family; conjugated to lysine residues of target proteins; associates with transcriptionally active genes; regulates chromatid cohesion, chromosome segregation, APC-mediated proteolysis, DNA replication and septin ring dynamics; phosphorylated at Ser2 [Source:SGD;Acc:S000002918]"
YDR511W	YDR511W	YDR511W	SDH7	Mitochondrial protein involved in assembly of succinate dehydrogenase; has a role in maturation of the Sdh2p subunit; localized to the mitochondrial intermembrane space; required for acetate utilization and gluconeogenesis; mutation in Drosophila ortholog SDHAF3 causes reduced succinate dehydrogenase activity and neuronal and muscular dysfunction; member of the LYR protein family [Source:SGD;Acc:S000002919]
YDR512C	YDR512C	YDR512C	EMI1	"Non-essential protein of unknown function; required for transcriptional induction of the early meiotic-specific transcription factor IME1, also required for sporulation; contains twin cysteine-x9-cysteine motifs [Source:SGD;Acc:S000002920]"
YDR513W	YDR513W	YDR513W	GRX2	"Cytoplasmic glutaredoxin; thioltransferase, glutathione-dependent disulfide oxidoreductase involved in maintaining redox state of target proteins, also exhibits glutathione peroxidase activity, expression induced in response to stress; GRX2 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form translocated to the mitochondrial matrix; GRX2 has a paralog, GRX1, that arose from the whole genome duplication [Source:SGD;Acc:S000002921]"
YDR514C	YDR514C	YDR514C		"Protein of unknown function that localizes to mitochondria; overexpression affects endocytic protein trafficking; YDR514C has a paralog, GFD2, that arose from the whole genome duplication [Source:SGD;Acc:S000002922]"
YDR515W	YDR515W	YDR515W	SLF1	"RNA binding protein that associates with polysomes; may be involved in regulating mRNA translation; involved in the copper-dependent mineralization of copper sulfide complexes on cell surface in cells cultured in copper salts; SLF1 has a paralog, SRO9, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000002923]"
YDR516C	YDR516C	YDR516C	EMI2	"Non-essential protein of unknown function; required for transcriptional induction of the early meiotic-specific transcription factor IME1; required for sporulation; expression regulated by glucose-repression transcription factors Mig1/2p; EMI2 has a paralog, GLK1, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000002924]"
YDR517W	YDR517W	YDR517W	GRH1	"Acetylated cis-Golgi protein, involved in ER to Golgi transport; homolog of human GRASP65; forms a complex with the coiled-coil protein Bug1p; mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000002925]"
YDR518W	YDR518W	YDR518W	EUG1	"Protein disulfide isomerase of the endoplasmic reticulum lumen; EUG1 has a paralog, PDI1, that arose from the whole genome duplication; function overlaps with that of Pdi1p; may interact with nascent polypeptides in the ER [Source:SGD;Acc:S000002926]"
YDR519W	YDR519W	YDR519W	FPR2	Membrane-bound peptidyl-prolyl cis-trans isomerase (PPIase); binds to the drugs FK506 and rapamycin; expression pattern suggests possible involvement in ER protein trafficking; relocalizes from nucleus to vacuole upon DNA replication stress [Source:SGD;Acc:S000002927]
YDR520C	YDR520C	YDR520C	URC2	Putative Zn(II)2Cys6 motif containing transcription factor; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; similar to S. kluyveri Urc2p involved in uracil catabolism [Source:SGD;Acc:S000002928]
YDR521W	YDR521W	YDR521W		Dubious ORF that overlaps YDR520C; mutant increases expression of PIS1 and RPL3 in glycerol [Source:SGD;Acc:S000002929]
YDR522C	YDR522C	YDR522C	SPS2	"Protein expressed during sporulation; SPS2 has a paralog, SPS22, that arose from the whole genome duplication; redundant with Sps22p for organization of the beta-glucan layer of the spore wall; S. pombe ortholog is a spore wall component [Source:SGD;Acc:S000002930]"
YDR523C	YDR523C	YDR523C	SPS1	Putative protein serine/threonine kinase; expressed at the end of meiosis and localized to the prospore membrane; required for correct localization of enzymes involved in spore wall synthesis [Source:SGD;Acc:S000002931]
YDR524C	YDR524C	YDR524C	AGE1	ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector; involved in the secretory and endocytic pathways; contains C2C2H2 cysteine/histidine motif [Source:SGD;Acc:S000002932]
YDR524C-A	YDR524C-A	YDR524C-A		"Dubious open reading frame unlikely to encode a functional protein; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028616]"
YDR524C-B	YDR524C-B	YDR524C-B		"Putative protein of unknown function; YDR524C-B has a paralog, YCL048W-A, that arose from the whole genome duplication [Source:SGD;Acc:S000028739]"
YDR524W-C	YDR524W-C	YDR524W-C		Putative protein of unknown function; small ORF identified by SAGE; deletion strains are moderately sensitive to the radiomimetic drug bleomycin [Source:SGD;Acc:S000028740]
YDR525W	YDR525W	YDR525W	API2	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 26% of ORF overlaps the dubious ORF YDR524C-A; insertion mutation in a cdc34-2 mutant background causes altered bud morphology [Source:SGD;Acc:S000002933]"
YDR525W-A	YDR525W-A	YDR525W-A	SNA2	"Protein of unknown function; has similarity to Pmp3p, which is involved in cation transport; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern [Source:SGD;Acc:S000007236]"
YDR526C	YDR526C	YDR526C		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002934]"
YDR527W	YDR527W	YDR527W	RBA50	"Protein involved in transcription; interacts with RNA polymerase II subunits Rpb2p, Rpb3, and Rpb11p; has similarity to human RPAP1 [Source:SGD;Acc:S000002935]"
YDR528W	YDR528W	YDR528W	HLR1	"Protein involved in regulation of cell wall composition and integrity; also involved in cell wall response to osmotic stress; overproduction suppresses a lysis sensitive PKC mutation; HLR1 has a paralog, LRE1, that arose from the whole genome duplication [Source:SGD;Acc:S000002936]"
YDR529C	YDR529C	YDR529C	QCR7	Subunit 7 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; oriented facing the mitochondrial matrix; N-terminus appears to play a role in complex assembly [Source:SGD;Acc:S000002937]
YDR530C	YDR530C	YDR530C	APA2	"Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase II; AP4A phosphorylase involved in catabolism of bis(5'-nucleosidyl) tetraphosphates; APA2 has a paralog, APA1, that arose from the whole genome duplication [Source:SGD;Acc:S000002938]"
YDR531W	YDR531W	YDR531W	CAB1	"Pantothenate kinase, ATP:D-pantothenate 4'-phosphotransferase; catalyzes the first committed step in the universal biosynthetic pathway for synthesis of coenzyme A (CoA); transcriptionally regulated by Upc2p via a sterol response element [Source:SGD;Acc:S000002939]"
YDR532C	YDR532C	YDR532C	KRE28	Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Spc105p; modified by sumoylation [Source:SGD;Acc:S000002940]
YDR533C	YDR533C	YDR533C	HSP31	"Methylglyoxalase that converts methylglyoxal to D-lactate; involved in oxidative stress resistance, diauxic shift, and stationary phase survival; has similarity to E. coli Hsp31 and C. albicans Glx3p; member of the DJ-1/ThiJ/PfpI superfamily, which includes human DJ-1 involved in Parkinson's disease and cancer; exists as a dimer and contains a putative metal-binding site; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000002941]"
YDR534C	YDR534C	YDR534C	FIT1	Mannoprotein that is incorporated into the cell wall; incorporated via a glycosylphosphatidylinositol (GPI) anchor; involved in the retention of siderophore-iron in the cell wall  [Source:SGD;Acc:S000002942]
YDR535C	YDR535C	YDR535C		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YDR535C is not an essential gene [Source:SGD;Acc:S000002943]"
YDR536W	YDR536W	YDR536W	STL1	"Glycerol proton symporter of the plasma membrane; subject to glucose-induced inactivation, strongly but transiently induced when cells are subjected to osmotic shock [Source:SGD;Acc:S000002944]"
YDR537C	YDR537C	YDR537C		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps verified ORF PAD1/YDR538W [Source:SGD;Acc:S000002945]"
YDR538W	YDR538W	YDR538W	PAD1	"Phenylacrylic acid decarboxylase; confers resistance to cinnamic acid, decarboxylates aromatic carboxylic acids to the corresponding vinyl derivatives; also has mRNA binding activity; homolog of E. coli UbiX [Source:SGD;Acc:S000002946]"
