Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name	Description
ENSRNOP00000025782	ENSRNOT00000025782	ENSRNOG00000018761	Eif3c	"eukaryotic translation initiation factor 3, subunit C [Source:RGD Symbol;Acc:1308871]"
ENSRNOP00000025783	ENSRNOT00000025783	ENSRNOG00000018898	Mpi	mannose phosphate isomerase (mapped) [Source:RGD Symbol;Acc:3107]
ENSRNOP00000025784	ENSRNOT00000025784	ENSRNOG00000018824	Slc7a5	"solute carrier family 7 (amino acid transporter light chain, L system), member 5 [Source:RGD Symbol;Acc:620639]"
ENSRNOP00000025787	ENSRNOT00000025787	ENSRNOG00000019079	Polr1c	polymerase (RNA) I polypeptide C [Source:RGD Symbol;Acc:1309689]
ENSRNOP00000025788	ENSRNOT00000025791	ENSRNOG00000018704	Nolc1	nucleolar and coiled-body phosphoprotein 1 [Source:RGD Symbol;Acc:621578]
ENSRNOP00000025791	ENSRNOT00000025790	ENSRNOG00000019063	Fbxo38	F-box protein 38 [Source:RGD Symbol;Acc:1311505]
ENSRNOP00000025794	ENSRNOT00000025794	ENSRNOG00000019048	Sod2	"superoxide dismutase 2, mitochondrial [Source:RGD Symbol;Acc:3732]"
ENSRNOP00000025797	ENSRNOT00000025797	ENSRNOG00000019005	Pde8a	phosphodiesterase 8A [Source:RGD Symbol;Acc:735125]
ENSRNOP00000025800	ENSRNOT00000025800	ENSRNOG00000019058	Gstm3	glutathione S-transferase mu 3 [Source:RGD Symbol;Acc:620381]
ENSRNOP00000025801	ENSRNOT00000025801	ENSRNOG00000019027	Habp4	hyaluronan binding protein 4 [Source:RGD Symbol;Acc:1306486]
ENSRNOP00000025803	ENSRNOT00000025803	ENSRNOG00000019065	Zfp385b	zinc finger protein 385B [Source:RGD Symbol;Acc:1311181]
ENSRNOP00000025808	ENSRNOT00000025808	ENSRNOG00000019082	Sbk1	SH3 domain binding kinase 1 [Source:RGD Symbol;Acc:628713]
ENSRNOP00000025812	ENSRNOT00000025812	ENSRNOG00000019108	Rmi1	RecQ mediated genome instability 1 [Source:RGD Symbol;Acc:1310671]
ENSRNOP00000025815	ENSRNOT00000025815	ENSRNOG00000019109	Thap11	THAP domain containing 11 [Source:RGD Symbol;Acc:1310268]
ENSRNOP00000025819	ENSRNOT00000025819	ENSRNOG00000018994	Psmc4	"proteasome 26S subunit, ATPase 4 [Source:RGD Symbol;Acc:621102]"
ENSRNOP00000025820	ENSRNOT00000025820	ENSRNOG00000019110	Ocstamp	osteoclast stimulatory transmembrane protein [Source:RGD Symbol;Acc:1308620]
ENSRNOP00000025821	ENSRNOT00000025821	ENSRNOG00000019046	Reg4	"regenerating islet-derived family, member 4 [Source:RGD Symbol;Acc:1303341]"
ENSRNOP00000025824	ENSRNOT00000025824	ENSRNOG00000019090	Cct3	"chaperonin containing Tcp1, subunit 3 (gamma) [Source:RGD Symbol;Acc:735038]"
ENSRNOP00000025826	ENSRNOT00000025826	ENSRNOG00000047551	LOC100911615	patatin-like phospholipase domain-containing protein 2-like [Source:RGD Symbol;Acc:6492173]
ENSRNOP00000025827	ENSRNOT00000025827	ENSRNOG00000018873	Fam168a	"family with sequence similarity 168, member A [Source:RGD Symbol;Acc:1308929]"
ENSRNOP00000025828	ENSRNOT00000025828	ENSRNOG00000018972	Rab18	"RAB18, member RAS oncogene family [Source:RGD Symbol;Acc:1308905]"
ENSRNOP00000025829	ENSRNOT00000025829	ENSRNOG00000018953	Cblc	"Cbl proto-oncogene C, E3 ubiquitin protein ligase [Source:RGD Symbol;Acc:1307651]"
ENSRNOP00000025831	ENSRNOT00000025831	ENSRNOG00000032857	Klk1c9	kallikrein 1-related peptidase C9 [Source:RGD Symbol;Acc:727805]
ENSRNOP00000025832	ENSRNOT00000025832	ENSRNOG00000019112	Chp2	calcineurin-like EF hand protein 2 [Source:RGD Symbol;Acc:727796]
ENSRNOP00000025843	ENSRNOT00000025843	ENSRNOG00000019118	Slc13a3	"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3 [Source:RGD Symbol;Acc:628786]"
ENSRNOP00000025845	ENSRNOT00000025845	ENSRNOG00000019077	Lipa	"lipase A, lysosomal acid, cholesterol esterase [Source:RGD Symbol;Acc:3008]"
ENSRNOP00000025846	ENSRNOT00000025846	ENSRNOG00000019132	Fv1	Friend virus susceptibility 1 [Source:RGD Symbol;Acc:1309326]
ENSRNOP00000025847	ENSRNOT00000025847	ENSRNOG00000018985	Adrbk1	"adrenergic, beta, receptor kinase 1 [Source:RGD Symbol;Acc:2062]"
ENSRNOP00000025848	ENSRNOT00000025848	ENSRNOG00000019098	Car5a	"carbonic anhydrase 5a, mitochondrial [Source:RGD Symbol;Acc:2243]"
ENSRNOP00000025850	ENSRNOT00000025850	ENSRNOG00000019096	Hsd17b3	hydroxysteroid (17-beta) dehydrogenase 3 [Source:RGD Symbol;Acc:621805]
ENSRNOP00000025851	ENSRNOT00000025851	ENSRNOG00000019073	Ikbkb	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Source:RGD Symbol;Acc:621375]"
ENSRNOP00000025853	ENSRNOT00000025853	ENSRNOG00000019097	Bap1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase) [Source:RGD Symbol;Acc:1311938]
ENSRNOP00000025856	ENSRNOT00000025856	ENSRNOG00000019141	Ch25h	cholesterol 25-hydroxylase [Source:RGD Symbol;Acc:1310575]
ENSRNOP00000025857	ENSRNOT00000025857	ENSRNOG00000018991	Gsn	gelsolin [Source:RGD Symbol;Acc:1303089]
ENSRNOP00000025858	ENSRNOT00000025858	ENSRNOG00000016346	Prkcd	"protein kinase C, delta [Source:RGD Symbol;Acc:67383]"
ENSRNOP00000025859	ENSRNOT00000025859	ENSRNOG00000018997	Myh7b	"myosin, heavy chain 7B, cardiac muscle, beta [Source:RGD Symbol;Acc:1307994]"
ENSRNOP00000025871	ENSRNOT00000025871	ENSRNOG00000019134	Htr4	"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled [Source:RGD Symbol;Acc:2850]"
ENSRNOP00000025873	ENSRNOT00000025873	ENSRNOG00000019105	Dpp8	dipeptidylpeptidase 8 [Source:RGD Symbol;Acc:1310901]
ENSRNOP00000025878	ENSRNOT00000025878	ENSRNOG00000018977	Ap3d1	"adaptor-related protein complex 3, delta 1 subunit [Source:RGD Symbol;Acc:1308659]"
ENSRNOP00000025879	ENSRNOT00000025879	ENSRNOG00000019035	Trpm8	"transient receptor potential cation channel, subfamily M, member 8 [Source:RGD Symbol;Acc:620762]"
ENSRNOP00000025880	ENSRNOT00000025880	ENSRNOG00000018992	Dpysl3	dihydropyrimidinase-like 3 [Source:RGD Symbol;Acc:2410]
ENSRNOP00000025881	ENSRNOT00000025881	ENSRNOG00000019014	Ndst1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 [Source:RGD Symbol;Acc:69303]
ENSRNOP00000025885	ENSRNOT00000025885	ENSRNOG00000038459	Ulk3	unc-51 like kinase 3 [Source:RGD Symbol;Acc:1587417]
ENSRNOP00000025887	ENSRNOT00000025887	ENSRNOG00000019041	Psme1	"proteasome (prosome, macropain) activator subunit 1 [Source:RGD Symbol;Acc:3429]"
ENSRNOP00000025888	ENSRNOT00000025888	ENSRNOG00000019106	Rps17	ribosomal protein S17 [Source:RGD Symbol;Acc:62027]
ENSRNOP00000025892	ENSRNOT00000025892	ENSRNOG00000019134	Htr4	"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled [Source:RGD Symbol;Acc:2850]"
ENSRNOP00000025894	ENSRNOT00000025894	ENSRNOG00000019140	Banp	Btg3 associated nuclear protein [Source:RGD Symbol;Acc:1307464]
ENSRNOP00000025898	ENSRNOT00000025898	ENSRNOG00000019103	Cln3	"ceroid-lipofuscinosis, neuronal 3 [Source:RGD Symbol;Acc:1359537]"
ENSRNOP00000025901	ENSRNOT00000025902	ENSRNOG00000019093	Nrg2	neuregulin 2 [Source:RGD Symbol;Acc:1303302]
ENSRNOP00000025902	ENSRNOT00000025901	ENSRNOG00000019057	Prkcq	"protein kinase C, theta [Source:RGD Symbol;Acc:620968]"
ENSRNOP00000025903	ENSRNOT00000025903	ENSRNOG00000019100	Kif2c	kinesin family member 2C [Source:RGD Symbol;Acc:620239]
ENSRNOP00000025904	ENSRNOT00000025904	ENSRNOG00000019147	Stom	stomatin [Source:RGD Symbol;Acc:1305109]
ENSRNOP00000025906	ENSRNOT00000025906	ENSRNOG00000018993	Ilk	integrin-linked kinase [Source:RGD Symbol;Acc:620063]
ENSRNOP00000025910	ENSRNOT00000025910	ENSRNOG00000019074	Alox12e	"arachidonate 12-lipoxygenase, epidermal [Source:RGD Symbol;Acc:1307642]"
ENSRNOP00000025912	ENSRNOT00000025912	ENSRNOG00000019168	Nxt2	nuclear transport factor 2-like export factor 2 [Source:RGD Symbol;Acc:1560204]
ENSRNOP00000025913	ENSRNOT00000025913	ENSRNOG00000043416	Bcl3	B-cell CLL/lymphoma 3 [Source:RGD Symbol;Acc:1589465]
ENSRNOP00000025915	ENSRNOT00000025916	ENSRNOG00000019113	Hnrnpk	heterogeneous nuclear ribonucleoprotein K [Source:RGD Symbol;Acc:71058]
ENSRNOP00000025921	ENSRNOT00000025921	ENSRNOG00000019085	Xpo5	exportin 5 [Source:RGD Symbol;Acc:1311522]
ENSRNOP00000025925	ENSRNOT00000025925	ENSRNOG00000019070	St13	suppression of tumorigenicity 13 [Source:RGD Symbol;Acc:621312]
ENSRNOP00000025926	ENSRNOT00000025927	ENSRNOG00000019159	Jakmip2	janus kinase and microtubule interacting protein 2 [Source:RGD Symbol;Acc:1559742]
ENSRNOP00000025928	ENSRNOT00000025928	ENSRNOG00000019142	Fas	Fas cell surface death receptor [Source:RGD Symbol;Acc:619831]
ENSRNOP00000025933	ENSRNOT00000025933	ENSRNOG00000019080	Hsd3b7	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 [Source:RGD Symbol;Acc:628727]"
ENSRNOP00000025934	ENSRNOT00000025934	ENSRNOG00000019181	Synpo	synaptopodin [Source:RGD Symbol;Acc:620668]
ENSRNOP00000025936	ENSRNOT00000025936	ENSRNOG00000019091	Wtap	Wilms tumor 1 associated protein [Source:RGD Symbol;Acc:1563824]
ENSRNOP00000025938	ENSRNOT00000025938	ENSRNOG00000019124	Elovl3	ELOVL fatty acid elongase 3 [Source:RGD Symbol;Acc:1307263]
ENSRNOP00000025939	ENSRNOT00000025939	ENSRNOG00000018937	Gstm2	glutathione S-transferase mu 2 [Source:RGD Symbol;Acc:2756]
ENSRNOP00000025948	ENSRNOT00000025948	ENSRNOG00000019169	RGD1562218	similar to RIKEN cDNA 0610039J04 [Source:RGD Symbol;Acc:1562218]
ENSRNOP00000025949	ENSRNOT00000025949	ENSRNOG00000019138	Clec11a	"C-type lectin domain family 11, member A [Source:RGD Symbol;Acc:3627]"
ENSRNOP00000025950	ENSRNOT00000025950	ENSRNOG00000019170	Il27	interleukin 27 [Source:RGD Symbol;Acc:1561420]
ENSRNOP00000025952	ENSRNOT00000025952	ENSRNOG00000018691	Aurkaip1	aurora kinase A interacting protein 1 [Source:RGD Symbol;Acc:1303211]
ENSRNOP00000025953	ENSRNOT00000025953	ENSRNOG00000019163	Syt6	synaptotagmin VI [Source:RGD Symbol;Acc:62012]
ENSRNOP00000025955	ENSRNOT00000025955	ENSRNOG00000019178	Taf10	"TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:RGD Symbol;Acc:1305907]"
ENSRNOP00000025956	ENSRNOT00000025956	ENSRNOG00000019009	Arrdc2	arrestin domain containing 2 [Source:RGD Symbol;Acc:1309659]
ENSRNOP00000025957	ENSRNOT00000025958	ENSRNOG00000018543	Atp4b	"ATPase, H+/K+ exchanging, beta polypeptide [Source:RGD Symbol;Acc:2178]"
ENSRNOP00000025964	ENSRNOT00000025964	ENSRNOG00000019199	LOC100911692	EF-hand calcium-binding domain-containing protein 4A-like [Source:RGD Symbol;Acc:6491207]
ENSRNOP00000025965	ENSRNOT00000025965	ENSRNOG00000019175	Ercc6l2	excision repair cross-complementation group 6-like 2 [Source:RGD Symbol;Acc:1561537]
ENSRNOP00000025966	ENSRNOT00000025966	ENSRNOG00000019184	Npr3	natriuretic peptide receptor 3 [Source:RGD Symbol;Acc:3196]
ENSRNOP00000025970	ENSRNOT00000025970	ENSRNOG00000019165	Mrpl51	mitochondrial ribosomal protein L51 [Source:RGD Symbol;Acc:1306686]
ENSRNOP00000025977	ENSRNOT00000025977	ENSRNOG00000019216	Il12rb1	"interleukin 12 receptor, beta 1 [Source:RGD Symbol;Acc:620025]"
ENSRNOP00000025980	ENSRNOT00000025980	ENSRNOG00000019113	Hnrnpk	heterogeneous nuclear ribonucleoprotein K [Source:RGD Symbol;Acc:71058]
ENSRNOP00000025981	ENSRNOT00000025981	ENSRNOG00000019127	Zfp606	zinc finger protein 606 [Source:RGD Symbol;Acc:1309810]
ENSRNOP00000025983	ENSRNOT00000025983	ENSRNOG00000019179	Ggta1	"glycoprotein, alpha-galactosyltransferase 1 [Source:RGD Symbol;Acc:629476]"
ENSRNOP00000025986	ENSRNOT00000025986	ENSRNOG00000019201	Apoa1bp	apolipoprotein A-I binding protein [Source:RGD Symbol;Acc:1304699]
ENSRNOP00000025988	ENSRNOT00000025988	ENSRNOG00000019206	P8	nuclear proten 1 [Source:RGD Symbol;Acc:8693247]
ENSRNOP00000025989	ENSRNOT00000025989	ENSRNOG00000057139	Myoz3	myozenin 3 [Source:RGD Symbol;Acc:1594778]
ENSRNOP00000025990	ENSRNOT00000025990	ENSRNOG00000019186	Tmem53	transmembrane protein 53 [Source:RGD Symbol;Acc:1307066]
ENSRNOP00000025993	ENSRNOT00000025993	ENSRNOG00000019223	Taf3	"TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa [Source:RGD Symbol;Acc:2324594]"
ENSRNOP00000025994	ENSRNOT00000025994	ENSRNOG00000019221	Gstm4	glutathione S-transferase mu 4 [Source:RGD Symbol;Acc:1565825]
ENSRNOP00000026001	ENSRNOT00000026001	ENSRNOG00000019162	Emc9	ER membrane protein complex subunit 9 [Source:RGD Symbol;Acc:1308113]
ENSRNOP00000026009	ENSRNOT00000026009	ENSRNOG00000019161	Cpeb1	cytoplasmic polyadenylation element binding protein 1 [Source:RGD Symbol;Acc:1310421]
ENSRNOP00000026010	ENSRNOT00000026010	ENSRNOG00000019128	St8sia4	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:RGD Symbol;Acc:621845]"
ENSRNOP00000026013	ENSRNOT00000026013	ENSRNOG00000019194	Pitx3	paired-like homeodomain 3 [Source:RGD Symbol;Acc:3332]
ENSRNOP00000026017	ENSRNOT00000026017	ENSRNOG00000019068	Ctrb1	chymotrypsinogen B1 [Source:RGD Symbol;Acc:2444]
ENSRNOP00000026021	ENSRNOT00000026021	ENSRNOG00000019229	Fbl	fibrillarin [Source:RGD Symbol;Acc:1305542]
ENSRNOP00000026030	ENSRNOT00000026030	ENSRNOG00000019249	Ap3b2	"adaptor-related protein complex 3, beta 2 subunit [Source:RGD Symbol;Acc:1308950]"
ENSRNOP00000026032	ENSRNOT00000026032	ENSRNOG00000019000	Limk2	LIM domain kinase 2 [Source:RGD Symbol;Acc:62056]
ENSRNOP00000026033	ENSRNOT00000026033	ENSRNOG00000019069	Nxf1	nuclear RNA export factor 1 [Source:RGD Symbol;Acc:62014]
ENSRNOP00000026038	ENSRNOT00000026038	ENSRNOG00000019183	Alox15	arachidonate 15-lipoxygenase [Source:RGD Symbol;Acc:70493]
ENSRNOP00000026039	ENSRNOT00000026039	ENSRNOG00000019150	Polb	"polymerase (DNA directed), beta [Source:RGD Symbol;Acc:3363]"
ENSRNOP00000026040	ENSRNOT00000026040	ENSRNOG00000019047	Ola1	Obg-like ATPase 1 [Source:RGD Symbol;Acc:1307982]
ENSRNOP00000026049	ENSRNOT00000026049	ENSRNOG00000019195	Polh	"polymerase (DNA directed), eta [Source:RGD Symbol;Acc:1309893]"
ENSRNOP00000026051	ENSRNOT00000026051	ENSRNOG00000019240	Ampd2	adenosine monophosphate deaminase 2 [Source:RGD Symbol;Acc:2110]
ENSRNOP00000026054	ENSRNOT00000026054	ENSRNOG00000019257	Kif27	kinesin family member 27 [Source:RGD Symbol;Acc:621071]
ENSRNOP00000026057	ENSRNOT00000026057	ENSRNOG00000019180	Acsl4	acyl-CoA synthetase long-chain family member 4 [Source:RGD Symbol;Acc:69401]
ENSRNOP00000026060	ENSRNOT00000026060	ENSRNOG00000019260	Ceacam20	carcinoembryonic antigen-related cell adhesion molecule 20 [Source:RGD Symbol;Acc:1311281]
ENSRNOP00000026063	ENSRNOT00000026063	ENSRNOG00000019193	Stx1b	syntaxin 1B [Source:RGD Symbol;Acc:3784]
ENSRNOP00000026065	ENSRNOT00000026065	ENSRNOG00000019265	Pcdh12	protocadherin 12 [Source:RGD Symbol;Acc:619917]
ENSRNOP00000026067	ENSRNOT00000026067	ENSRNOG00000019267	Dkk4	dickkopf WNT signaling pathway inhibitor 4 [Source:RGD Symbol;Acc:1563172]
ENSRNOP00000026070	ENSRNOT00000026070	ENSRNOG00000019272	Gkap1	G kinase anchoring protein 1 [Source:RGD Symbol;Acc:1306955]
ENSRNOP00000026074	ENSRNOT00000026074	ENSRNOG00000019280	LOC691722	hypothetical protein LOC691722 [Source:RGD Symbol;Acc:1595996]
ENSRNOP00000026075	ENSRNOT00000026075	ENSRNOG00000019211	Olfml3	olfactomedin-like 3 [Source:RGD Symbol;Acc:1311106]
ENSRNOP00000026076	ENSRNOT00000026076	ENSRNOG00000019020	Bbs2	Bardet-Biedl syndrome 2 [Source:RGD Symbol;Acc:71091]
ENSRNOP00000026077	ENSRNOT00000026077	ENSRNOG00000029336	Zfp180	zinc finger protein 180 [Source:RGD Symbol;Acc:631380]
ENSRNOP00000026080	ENSRNOT00000026079	ENSRNOG00000019215	LOC100911730	CD151 antigen-like [Source:RGD Symbol;Acc:6491394]
ENSRNOP00000026081	ENSRNOT00000026081	ENSRNOG00000019243	Glb1l	"galactosidase, beta 1-like [Source:RGD Symbol;Acc:1309474]"
ENSRNOP00000026087	ENSRNOT00000026087	ENSRNOG00000019235	Rbm22	RNA binding motif protein 22 [Source:RGD Symbol;Acc:1305770]
ENSRNOP00000026088	ENSRNOT00000026088	ENSRNOG00000032625	AC118165.1	
ENSRNOP00000026089	ENSRNOT00000026089	ENSRNOG00000019278	Fsd2	fibronectin type III and SPRY domain containing 2 [Source:RGD Symbol;Acc:1305167]
ENSRNOP00000026091	ENSRNOT00000026091	ENSRNOG00000019152	Trpc4ap	"transient receptor potential cation channel, subfamily C, member 4 associated protein [Source:RGD Symbol;Acc:1309914]"
ENSRNOP00000026092	ENSRNOT00000026092	ENSRNOG00000019220	Rhod	ras homolog family member D [Source:RGD Symbol;Acc:1310985]
ENSRNOP00000026093	ENSRNOT00000026093	ENSRNOG00000019190	Ankrd22	ankyrin repeat domain 22 [Source:RGD Symbol;Acc:1307862]
ENSRNOP00000026095	ENSRNOT00000025978	ENSRNOG00000033672	Alpp	"alkaline phosphatase, placental [Source:RGD Symbol;Acc:2325055]"
ENSRNOP00000026098	ENSRNOT00000026098	ENSRNOG00000019217	Adrb2	"adrenoceptor beta 2, surface [Source:RGD Symbol;Acc:2060]"
ENSRNOP00000026099	ENSRNOT00000026099	ENSRNOG00000019252	Slco6b1	"solute carrier organic anion transporter family, member 6b1 [Source:RGD Symbol;Acc:620278]"
ENSRNOP00000026100	ENSRNOT00000026100	ENSRNOG00000019207	Shank1	SH3 and multiple ankyrin repeat domains 1 [Source:RGD Symbol;Acc:621011]
ENSRNOP00000026102	ENSRNOT00000026102	ENSRNOG00000019268	Pelp1	"proline, glutamate and leucine rich protein 1 [Source:RGD Symbol;Acc:1306320]"
ENSRNOP00000026106	ENSRNOT00000026106	ENSRNOG00000019262	Trak1	"trafficking protein, kinesin binding 1 [Source:RGD Symbol;Acc:1307844]"
ENSRNOP00000026107	ENSRNOT00000026107	ENSRNOG00000019254	Dyrk1b	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b [Source:RGD Symbol;Acc:1307223]
ENSRNOP00000026112	ENSRNOT00000026112	ENSRNOG00000019177	Psd2	pleckstrin and Sec7 domain containing 2 [Source:RGD Symbol;Acc:1311075]
ENSRNOP00000026113	ENSRNOT00000026113	ENSRNOG00000019293	LOC100911840	"DNA-directed RNA polymerases I, II, and III subunit RPABC5-like [Source:RGD Symbol;Acc:6490627]"
ENSRNOP00000026114	ENSRNOT00000026114	ENSRNOG00000019310	Eid2	EP300 interacting inhibitor of differentiation 2 [Source:RGD Symbol;Acc:1591322]
ENSRNOP00000026115	ENSRNOT00000026115	ENSRNOG00000019283	P2ry2	"purinergic receptor P2Y, G-protein coupled, 2 [Source:RGD Symbol;Acc:62088]"
ENSRNOP00000026118	ENSRNOT00000026118	ENSRNOG00000019288	Ogfod1	2-oxoglutarate and iron-dependent oxygenase domain containing 1 [Source:RGD Symbol;Acc:1308848]
ENSRNOP00000026120	ENSRNOT00000026120	ENSRNOG00000019299	Edem2	"ER degradation enhancer, mannosidase alpha-like 2 [Source:RGD Symbol;Acc:1303074]"
ENSRNOP00000026122	ENSRNOT00000026121	ENSRNOG00000019120	Hmgcs2	3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial) [Source:RGD Symbol;Acc:2804]
ENSRNOP00000026134	ENSRNOT00000026134	ENSRNOG00000019325	Rnf185	ring finger protein 185 [Source:RGD Symbol;Acc:1564777]
ENSRNOP00000026139	ENSRNOT00000026139	ENSRNOG00000019174	Chtf18	chromosome transmission fidelity factor 18 [Source:RGD Symbol;Acc:1310473]
ENSRNOP00000026141	ENSRNOT00000026141	ENSRNOG00000019266	Tmem223	transmembrane protein 223 [Source:RGD Symbol;Acc:1582829]
ENSRNOP00000026146	ENSRNOT00000026146	ENSRNOG00000019245	Sgf29	SAGA complex associated factor 29 [Source:RGD Symbol;Acc:1310609]
ENSRNOP00000026150	ENSRNOT00000026150	ENSRNOG00000019222	Tfdp1	transcription factor Dp-1 [Source:RGD Symbol;Acc:1560344]
ENSRNOP00000026152	ENSRNOT00000026153	ENSRNOG00000019281	Glmp	glycosylated lysosomal membrane protein [Source:RGD Symbol;Acc:1303130]
ENSRNOP00000026153	ENSRNOT00000026152	ENSRNOG00000019306	Syt12	synaptotagmin XII [Source:RGD Symbol;Acc:621876]
ENSRNOP00000026155	ENSRNOT00000026155	ENSRNOG00000019247	Plekhj1	"pleckstrin homology domain containing, family J member 1 [Source:RGD Symbol;Acc:1307213]"
ENSRNOP00000026156	ENSRNOT00000026156	ENSRNOG00000019208	P2rx5	"purinergic receptor P2X, ligand-gated ion channel, 5 [Source:RGD Symbol;Acc:620256]"
ENSRNOP00000026159	ENSRNOT00000026159	ENSRNOG00000019321	Cck	cholecystokinin [Source:RGD Symbol;Acc:2288]
ENSRNOP00000026163	ENSRNOT00000026163	ENSRNOG00000019290	Pskh1	protein serine kinase H1 [Source:RGD Symbol;Acc:1304648]
ENSRNOP00000026165	ENSRNOT00000026165	ENSRNOG00000019317	Cplx3	complexin 3 [Source:RGD Symbol;Acc:1560104]
ENSRNOP00000026168	ENSRNOT00000026168	ENSRNOG00000019352	Emc6	ER membrane protein complex subunit 6 [Source:RGD Symbol;Acc:1309231]
ENSRNOP00000026169	ENSRNOT00000026169	ENSRNOG00000019356	Lrfn4	leucine rich repeat and fibronectin type III domain containing 4 [Source:RGD Symbol;Acc:1585286]
ENSRNOP00000026170	ENSRNOT00000026170	ENSRNOG00000021771	Trim29	tripartite motif-containing 29 [Source:RGD Symbol;Acc:1307858]
ENSRNOP00000026173	ENSRNOT00000026173	ENSRNOG00000019350	Lyzl4	lysozyme-like 4 [Source:RGD Symbol;Acc:1308401]
ENSRNOP00000026174	ENSRNOT00000026174	ENSRNOG00000019305	Sh3tc2	SH3 domain and tetratricopeptide repeats 2 [Source:RGD Symbol;Acc:1309038]
ENSRNOP00000026182	ENSRNOT00000026182	ENSRNOG00000019338	Dll3	delta-like 3 (Drosophila) [Source:RGD Symbol;Acc:70953]
ENSRNOP00000026184	ENSRNOT00000026184	ENSRNOG00000019264	Ltbr	"lymphotoxin beta receptor (TNFR superfamily, member 3) [Source:RGD Symbol;Acc:1309448]"
ENSRNOP00000026186	ENSRNOT00000026186	ENSRNOG00000019342	Sult1a1	"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1 [Source:RGD Symbol;Acc:3767]"
ENSRNOP00000026187	ENSRNOT00000026187	ENSRNOG00000019336	Gata3	GATA binding protein 3 [Source:RGD Symbol;Acc:621250]
ENSRNOP00000026190	ENSRNOT00000026190	ENSRNOG00000030020	Alpi	"alkaline phosphatase, intestinal [Source:RGD Symbol;Acc:2099]"
ENSRNOP00000026192	ENSRNOT00000026192	ENSRNOG00000019355	Lman1l	"lectin, mannose-binding, 1 like [Source:RGD Symbol;Acc:1310538]"
ENSRNOP00000026194	ENSRNOT00000026194	ENSRNOG00000019294	Stk16	serine/threonine kinase 16 [Source:RGD Symbol;Acc:629474]
ENSRNOP00000026195	ENSRNOT00000026195	ENSRNOG00000019332	Gtpbp2	GTP binding protein 2 [Source:RGD Symbol;Acc:1306367]
ENSRNOP00000026197	ENSRNOT00000026197	ENSRNOG00000019277	Vdac3	voltage-dependent anion channel 3 [Source:RGD Symbol;Acc:621577]
ENSRNOP00000026201	ENSRNOT00000026201	ENSRNOG00000019236	Rnf220	ring finger protein 220 [Source:RGD Symbol;Acc:1598210]
ENSRNOP00000026202	ENSRNOT00000026202	ENSRNOG00000019349	Sf3a2	"splicing factor 3a, subunit 2 [Source:RGD Symbol;Acc:1308627]"
ENSRNOP00000026204	ENSRNOT00000026204	ENSRNOG00000019376	Zfp329	zinc finger protein 329 [Source:RGD Symbol;Acc:1565029]
ENSRNOP00000026207	ENSRNOT00000026207	ENSRNOG00000019308	Arrb2	"arrestin, beta 2 [Source:RGD Symbol;Acc:2157]"
